feature1,feature2,target
-0.65,0.48,0.00
-0.37,-0.95,0.00
-1.62,0.60,0.00
-1.27,-0.59,0.00
-0.75,-1.51,0.00
-1.31,-1.36,0.00
-0.59,0.06,0.00
-1.55,-1.80,0.00
-1.02,-0.54,0.00
-1.06,-0.56,0.00
-1.61,-0.12,0.00
1.17,-0.43,1.00
-0.54,1.23,0.00
-1.10,-1.17,0.00
-0.52,-0.92,0.00
-1.54,-1.05,0.00
-0.83,-0.56,0.00
-1.48,0.90,0.00
0.04,1.49,0.00
-0.87,-1.54,0.00
-1.58,-1.54,0.00
-0.36,-0.53,0.00
-0.40,1.88,0.00
-1.05,0.79,0.00
-0.77,-0.80,0.00
-1.47,-0.22,0.00
-0.75,-1.20,0.00
-1.44,-2.19,0.00
-0.78,-0.02,0.00
-0.69,1.26,0.00
-1.20,1.51,0.00
-1.29,-1.15,0.00
-0.87,0.90,0.00
-0.78,1.74,0.00
-0.42,-1.00,0.00
-1.65,-1.45,0.00
-0.04,0.63,0.00
-0.68,1.43,0.00
-0.74,-2.36,0.00
-0.10,-2.21,0.00
-2.35,-0.95,0.00
-1.71,-1.73,0.00
-1.31,-1.53,0.00
-0.75,0.90,0.00
-1.21,-0.49,0.00
-0.94,-1.15,0.00
-1.05,-0.87,0.00
-0.88,0.95,0.00
-1.00,-1.56,0.00
-2.02,2.33,0.00
0.02,0.82,0.00
-1.05,1.29,0.00
-1.16,1.32,0.00
-1.58,-0.97,0.00
-1.88,-1.36,0.00
-1.13,1.65,0.00
-1.19,1.14,0.00
-0.97,0.01,0.00
1.26,0.61,1.00
-1.52,-1.93,0.00
-0.36,0.90,0.00
1.25,0.27,1.00
0.76,1.62,1.00
1.16,0.76,1.00
-0.96,-1.46,0.00
-1.57,-0.92,0.00
-1.24,-1.17,0.00
-0.25,0.97,0.00
0.93,0.73,1.00
-0.21,1.03,0.00
-0.86,0.03,0.00
-1.32,1.44,0.00
-1.45,0.96,0.00
-1.07,2.00,0.00
-1.35,1.19,0.00
-1.43,-2.36,0.00
-1.26,1.27,0.00
-1.64,1.45,0.00
-0.75,-1.28,0.00
-1.20,-0.30,0.00
-0.82,-0.15,0.00
-1.62,0.89,0.00
-1.57,-1.29,0.00
-0.68,-0.57,0.00
-0.84,-0.43,0.00
-1.50,-1.46,0.00
0.86,-1.33,1.00
-0.57,-0.24,0.00
-1.35,-1.21,0.00
-1.48,-1.76,0.00
-1.36,-0.79,0.00
-1.27,0.01,0.00
-0.05,-1.12,0.00
-1.06,1.14,0.00
-1.19,1.33,0.00
0.02,-1.20,0.00
-1.99,1.85,0.00
-0.78,-0.31,0.00
-1.13,0.34,0.00
-1.24,-0.61,0.00
-1.39,1.79,0.00
-0.81,0.26,0.00
-1.79,1.05,0.00
-0.25,-0.69,0.00
-0.86,-1.53,0.00
-1.01,1.15,0.00
-1.13,-0.90,0.00
-1.01,-0.24,0.00
-1.33,0.40,0.00
-0.88,0.30,0.00
-1.08,0.71,0.00
-0.43,-1.68,0.00
-0.49,0.45,0.00
-0.37,-1.24,0.00
-1.18,0.56,0.00
-0.98,-0.72,0.00
-1.01,-1.66,0.00
-1.54,1.46,0.00
-1.93,-1.58,0.00
0.09,-0.43,0.00
-1.07,-0.36,0.00
-1.81,-1.50,0.00
-0.85,-1.18,0.00
-1.15,0.07,0.00
-0.44,0.37,0.00
-1.27,-0.88,0.00
-1.17,0.80,0.00
-1.18,-1.94,0.00
-1.38,-1.38,0.00
-0.29,1.91,0.00
-1.20,2.86,0.00
-1.36,0.92,0.00
-1.29,-0.29,0.00
-0.25,-0.13,0.00
-2.15,-1.77,0.00
-0.06,-0.07,0.00
-0.43,0.06,0.00
-2.29,-1.66,0.00
-1.77,0.66,0.00
-0.56,0.08,0.00
-1.54,-0.71,0.00
-0.58,1.35,0.00
-1.28,-0.45,0.00
1.02,-1.47,1.00
-0.36,1.36,0.00
-0.24,1.07,0.00
1.18,0.62,1.00
-0.96,0.02,0.00
-1.90,-0.79,0.00
0.15,-1.33,0.00
0.19,-1.20,0.00
-0.68,-1.30,0.00
-0.16,1.89,0.00
-1.01,1.42,0.00
-1.73,-0.99,0.00
-1.13,1.00,0.00
-0.77,1.42,0.00
-0.83,-1.10,0.00
-2.18,1.16,0.00
-0.16,1.28,0.00
-1.37,-1.21,0.00
-0.46,-0.42,0.00
-0.80,0.81,0.00
-0.51,-0.54,0.00
-1.05,0.02,0.00
-0.77,-0.98,0.00
0.64,0.01,0.00
-0.82,-0.52,0.00
-1.47,-0.84,0.00
-1.16,-1.28,0.00
-1.07,0.46,0.00
-0.10,-1.47,0.00
1.01,1.04,1.00
-1.01,-0.41,0.00
1.02,-1.68,1.00
1.21,0.93,1.00
1.04,-1.26,1.00
-1.60,0.37,0.00
-1.66,1.07,0.00
-2.19,0.19,0.00
-0.82,-1.08,0.00
-0.73,0.53,0.00
-1.49,-1.23,0.00
-1.63,-1.04,0.00
-1.21,0.47,0.00
-0.71,-0.13,0.00
-1.15,-0.73,0.00
-0.89,-1.18,0.00
-2.21,-0.54,0.00
-1.77,0.19,0.00
0.98,0.68,1.00
-1.40,-1.06,0.00
-1.12,-0.71,0.00
0.75,1.63,1.00
-0.68,-1.44,0.00
-1.18,-0.04,0.00
-0.87,1.75,0.00
-1.67,0.49,0.00
-1.87,-0.44,0.00
-1.39,0.94,0.00
-0.95,0.22,0.00
-0.49,-1.52,0.00
-0.77,-0.11,0.00
-1.21,-0.97,0.00
-0.83,1.03,0.00
1.05,0.89,1.00
-0.92,-0.10,0.00
-0.06,1.58,0.00
-1.03,0.96,0.00
-1.10,1.15,0.00
-0.39,-1.39,0.00
-0.12,-1.34,0.00
-1.10,0.34,1.00
-1.62,-1.44,0.00
-0.95,0.64,0.00
-0.62,1.46,0.00
-1.58,-0.71,0.00
-1.54,-0.09,0.00
-1.18,1.79,0.00
-1.26,1.67,0.00
-0.76,-0.74,0.00
-1.77,-0.95,0.00
-1.29,0.10,0.00
-0.37,1.67,0.00
-0.47,0.24,0.00
1.01,1.15,1.00
-1.03,1.20,0.00
-1.64,1.52,0.00
0.41,1.33,0.00
-0.67,-0.08,0.00
-1.34,-0.66,0.00
-0.49,-1.52,0.00
-1.23,-0.59,0.00
-0.47,-0.31,0.00
-1.59,0.58,0.00
-0.23,-0.26,0.00
-1.53,1.03,0.00
0.73,1.88,1.00
-1.08,2.01,0.00
-1.34,-0.80,0.00
-2.02,-1.50,0.00
-0.59,-1.49,0.00
-0.41,2.11,0.00
-0.58,-0.67,0.00
-1.30,-0.59,0.00
-1.18,1.92,0.00
-0.33,1.38,0.00
-1.57,-2.02,0.00
-0.68,1.42,0.00
-1.15,-0.73,0.00
-1.78,-1.31,0.00
-0.62,2.28,0.00
-1.07,-1.25,0.00
-1.75,-0.95,0.00
-0.92,0.23,0.00
-0.86,-0.58,0.00
-0.70,0.26,0.00
-1.75,0.82,0.00
-1.25,0.59,0.00
-0.07,-0.45,0.00
-0.40,-2.01,0.00
-1.05,0.26,0.00
-0.56,0.84,0.00
-0.94,0.56,0.00
-0.74,-0.15,0.00
-0.96,1.43,0.00
-1.58,-0.82,0.00
-1.70,-0.69,0.00
0.53,1.90,1.00
-0.38,-1.74,0.00
-1.02,1.02,0.00
-0.50,-1.26,0.00
-1.25,0.94,0.00
-0.75,-0.45,0.00
-1.18,-1.07,0.00
-0.64,-1.76,0.00
-1.46,1.36,0.00
0.85,1.29,1.00
-0.86,-1.60,0.00
-1.81,-0.61,0.00
-0.92,0.95,0.00
-1.03,0.56,0.00
-0.74,-0.19,0.00
-2.23,-1.62,0.00
-0.73,-1.15,0.00
0.75,1.97,1.00
-0.70,-1.43,0.00
-1.06,1.28,0.00
-1.01,2.15,0.00
-0.87,1.19,0.00
-1.86,-1.41,0.00
-0.20,0.80,0.00
-1.87,-0.33,0.00
-1.57,-1.20,0.00
-1.09,0.87,0.00
-1.15,-1.84,0.00
-0.26,0.79,0.00
0.10,0.92,0.00
-1.23,-1.03,0.00
-1.44,-2.19,0.00
-0.87,1.17,0.00
1.04,-0.70,1.00
-1.04,0.35,0.00
-1.05,-2.11,0.00
-0.83,-0.72,0.00
-0.76,1.39,0.00
-0.91,1.03,0.00
-1.04,-1.57,0.00
-1.79,-1.25,0.00
-0.17,-0.68,0.00
1.07,0.37,1.00
-1.70,-0.80,0.00
-1.65,0.62,0.00
-1.30,-0.75,0.00
-0.77,1.81,0.00
0.04,1.95,0.00
0.61,2.16,1.00
-1.74,1.11,0.00
-0.70,1.09,0.00
0.93,-0.51,1.00
-0.93,-0.93,0.00
-0.72,2.07,0.00
-0.74,1.23,0.00
-1.59,0.15,0.00
0.97,-2.77,1.00
-1.29,-0.86,0.00
1.10,-1.14,1.00
-1.07,-0.35,0.00
-0.96,0.17,0.00
-2.13,-0.35,0.00
-1.35,0.96,0.00
-1.71,-1.36,0.00
-1.47,0.99,0.00
-0.50,0.10,0.00
0.78,1.23,1.00
-0.48,2.17,0.00
1.15,0.23,1.00
-0.73,0.36,0.00
-0.84,0.97,0.00
-1.24,-0.83,0.00
-0.44,0.36,0.00
-0.63,0.78,0.00
0.08,-0.73,0.00
-0.85,-1.13,0.00
-0.74,1.66,0.00
-0.21,-1.25,0.00
-0.58,-1.24,0.00
-2.04,1.15,0.00
-0.97,1.89,0.00
-1.02,-1.34,0.00
-0.36,0.69,0.00
-0.85,0.13,0.00
-0.04,0.23,0.00
-0.98,0.73,0.00
-0.06,0.02,0.00
-1.31,0.02,0.00
-0.50,0.68,0.00
-0.78,-1.05,0.00
-0.32,0.55,0.00
-1.08,-1.60,0.00
-0.33,-1.13,0.00
-0.72,1.39,0.00
-1.30,0.89,0.00
-1.20,1.38,0.00
-0.76,-1.43,0.00
-0.80,1.27,0.00
-1.85,-0.36,0.00
-1.11,-1.37,0.00
-1.20,-0.97,0.00
-0.95,1.53,0.00
-1.31,1.19,0.00
-0.53,-1.01,0.00
-0.81,0.76,0.00
-1.23,1.67,0.00
0.83,-1.88,1.00
-0.95,-0.88,0.00
-1.22,-0.53,0.00
0.03,-0.09,0.00
0.29,-0.33,0.00
-0.97,-0.28,0.00
-1.01,0.08,0.00
-1.34,2.20,0.00
-1.47,0.82,0.00
-0.83,1.07,0.00
-1.12,-0.20,0.00
-1.41,-0.32,0.00
-0.40,-0.48,0.00
-0.81,-0.29,0.00
-0.22,0.21,0.00
0.84,-0.12,1.00
-1.57,0.53,0.00
-0.33,0.82,0.00
1.00,-3.27,1.00
1.04,-2.32,1.00
-0.74,1.68,0.00
1.06,-1.55,1.00
-0.32,-1.55,0.00
-0.84,-1.81,0.00
-1.29,-0.84,0.00
-1.15,2.42,0.00
-1.01,-0.88,0.00
-1.37,0.99,0.00
-1.48,-0.96,0.00
-1.35,-0.55,0.00
-1.20,-1.65,0.00
-1.88,1.12,0.00
-0.13,-1.63,0.00
-1.92,-1.49,0.00
-1.90,-1.44,0.00
0.04,-1.73,0.00
1.07,-1.17,1.00
-0.07,-1.99,0.00
-0.85,0.10,0.00
-1.08,-0.97,0.00
-1.02,0.85,0.00
-1.15,0.06,0.00
-0.82,-1.36,0.00
-1.09,-1.33,0.00
-0.89,-1.28,0.00
-0.82,1.30,0.00
-0.59,-0.17,0.00
-1.47,1.29,0.00
-0.34,0.97,0.00
-0.75,-2.76,0.00
-0.51,0.93,0.00
-2.06,-1.17,0.00
-0.21,-0.49,0.00
0.99,-1.58,1.00
0.20,-1.05,0.00
-0.91,-1.61,0.00
-0.33,-1.58,0.00
-1.12,1.48,0.00
-0.63,-1.28,0.00
-0.61,0.95,0.00
-2.28,0.99,0.00
-1.28,0.80,0.00
-1.04,-0.74,0.00
0.88,-1.24,1.00
-1.45,-2.31,0.00
1.14,0.57,1.00
-1.15,1.13,0.00
-0.48,-0.23,0.00
-1.10,-0.67,0.00
-1.51,-1.04,1.00
-1.13,-1.00,0.00
0.68,1.79,1.00
-0.70,-0.29,0.00
-1.16,1.52,0.00
-1.70,1.69,0.00
-0.97,-1.12,0.00
-0.96,-0.53,0.00
-0.49,0.41,0.00
-0.92,0.75,0.00
-1.63,0.97,0.00
0.04,0.53,0.00
-0.65,0.74,0.00
0.26,-0.87,0.00
-1.47,-1.12,0.00
-0.94,2.23,0.00
-1.40,-0.49,0.00
-0.32,1.28,0.00
-1.03,-1.55,0.00
0.93,-1.10,1.00
-0.79,-0.86,0.00
-0.99,1.05,0.00
0.25,-0.01,0.00
1.00,-1.09,1.00
-0.05,-0.38,0.00
0.98,-1.53,1.00
1.06,0.56,1.00
0.57,2.14,1.00
-1.29,1.28,0.00
-0.03,0.11,0.00
0.01,0.40,0.00
-0.82,3.04,0.00
-1.04,0.22,0.00
-1.15,1.87,0.00
-0.65,-1.61,0.00
-0.29,1.04,0.00
-0.66,-0.18,0.00
-0.33,0.91,0.00
-1.10,1.26,0.00
-2.06,0.71,0.00
-0.89,0.67,0.00
-0.16,1.06,0.00
-1.31,0.11,0.00
-1.12,-1.41,0.00
-0.49,1.69,0.00
-1.38,1.02,0.00
-1.31,1.12,0.00
-0.61,-1.30,0.00
-0.96,0.58,0.00
0.70,-1.30,1.00
-0.66,-0.06,0.00
-0.35,1.53,0.00
-0.87,1.15,0.00
-0.64,1.56,0.00
-0.85,-1.40,0.00
-0.03,-1.06,0.00
-1.53,1.10,0.00
1.19,0.70,1.00
-1.94,-0.02,0.00
-0.73,0.01,0.00
-0.56,0.26,0.00
-0.95,-0.83,0.00
-1.97,-2.78,0.00
-1.38,-1.02,0.00
-0.81,0.28,0.00
-1.14,0.33,0.00
-0.84,-1.12,0.00
0.40,0.31,0.00
-1.49,-1.30,0.00
0.52,-0.46,0.00
-1.03,-0.83,0.00
-0.12,-1.41,0.00
-0.90,0.65,0.00
-0.64,0.85,0.00
-1.57,1.34,0.00
-1.18,0.54,0.00
-0.76,-0.69,0.00
-0.76,1.23,0.00
-1.29,-0.76,0.00
-1.35,0.92,0.00
-0.82,-0.85,0.00
-1.90,-0.75,0.00
-0.11,0.34,0.00
-0.71,-1.00,0.00
-0.56,1.08,0.00
-1.30,0.50,0.00
-1.55,-1.75,0.00
-2.13,-0.67,0.00
-0.59,-1.61,0.00
-0.55,2.51,0.00
-0.46,0.18,0.00
1.04,-2.04,1.00
-1.70,1.09,0.00
-1.87,-0.45,0.00
-1.17,0.35,0.00
-0.37,-0.35,0.00
-1.42,-1.62,0.00
-1.03,-1.40,0.00
-1.47,1.28,0.00
-0.63,0.73,0.00
-1.00,1.90,0.00
-0.38,-2.00,0.00
-1.00,0.20,0.00
-0.63,2.11,0.00
-1.27,-0.92,0.00
-1.02,-1.47,0.00
-1.06,-0.47,0.00
-0.59,-1.23,0.00
-0.90,-0.09,0.00
-1.42,0.93,0.00
-1.17,2.23,0.00
-1.50,-1.35,0.00
-1.33,-0.97,0.00
-1.08,-0.25,0.00
-1.19,1.00,0.00
-0.99,2.20,0.00
-0.66,2.16,0.00
0.98,-0.03,1.00
-0.72,-0.96,0.00
-0.28,0.09,0.00
-0.89,0.43,0.00
-1.22,-1.30,0.00
-1.97,1.59,0.00
-0.79,1.88,1.00
-1.63,-1.29,0.00
-1.31,-1.37,0.00
-1.46,-0.81,0.00
-0.86,-1.28,0.00
-0.65,1.08,0.00
-0.72,-1.76,0.00
-0.32,-1.01,0.00
0.97,-0.84,1.00
-0.90,-0.52,0.00
1.16,0.84,1.00
-0.90,0.55,0.00
-1.36,-0.78,0.00
1.04,-0.60,1.00
-0.70,1.35,0.00
-0.74,-1.27,0.00
-0.30,-1.37,0.00
-0.64,0.78,0.00
-0.75,-1.41,0.00
-0.93,-0.98,0.00
-1.44,-2.17,0.00
-1.03,-0.28,0.00
-0.87,1.81,0.00
-1.29,0.33,0.00
-0.88,0.44,0.00
-1.43,-1.01,0.00
-1.51,-0.47,0.00
-1.46,1.46,0.00
-0.79,0.92,0.00
-1.41,-1.32,0.00
-1.62,-1.65,0.00
0.90,0.00,1.00
-1.11,-0.35,0.00
-1.99,2.10,0.00
-1.00,-0.94,0.00
-1.33,-1.69,0.00
-1.68,1.55,0.00
-0.76,-1.19,0.00
-0.55,1.86,0.00
-0.94,-1.51,0.00
-0.90,0.89,0.00
-0.39,-1.74,0.00
-1.04,0.17,0.00
-1.11,-0.09,0.00
-1.58,0.66,0.00
0.81,-1.69,1.00
-1.62,1.43,0.00
-2.34,-0.63,0.00
-1.53,-0.20,0.00
0.23,-1.21,0.00
-1.23,-0.88,0.00
1.01,-0.60,1.00
-1.15,1.25,0.00
-0.72,1.33,0.00
-1.40,-0.67,0.00
-1.65,0.43,0.00
-1.50,1.68,0.00
-0.00,-1.07,1.00
-0.86,-1.22,0.00
-1.78,-1.12,0.00
0.91,1.26,1.00
-0.08,-1.80,0.00
1.30,0.73,0.00
-0.55,1.17,0.00
-0.78,1.15,0.00
-1.37,-0.40,0.00
-0.27,0.33,0.00
0.94,-1.28,1.00
-0.35,-0.77,0.00
-0.03,-1.54,0.00
-1.53,1.70,0.00
-1.22,-1.10,0.00
1.26,0.41,1.00
-0.79,-0.77,0.00
0.89,-2.37,1.00
1.11,-0.62,1.00
-1.45,0.22,0.00
-1.40,1.04,0.00
0.55,0.86,0.00
-1.59,-1.22,0.00
-0.74,2.04,0.00
-1.25,-0.98,0.00
-0.87,0.75,0.00
0.94,1.21,1.00
-2.23,0.81,0.00
-0.73,-0.81,0.00
-1.51,-1.16,0.00
-0.21,-0.52,0.00
-0.29,-0.48,0.00
1.44,0.20,1.00
-1.08,-0.23,0.00
0.94,0.04,1.00
-1.30,0.07,0.00
-1.11,-0.66,0.00
0.81,-1.46,1.00
1.12,0.63,1.00
-1.18,0.09,0.00
-0.56,1.09,0.00
1.17,0.50,1.00
-1.70,-0.60,0.00
0.68,1.66,1.00
-1.03,-1.49,0.00
-0.99,-0.88,0.00
-1.97,0.28,0.00
-0.68,-0.70,0.00
-1.67,0.26,0.00
-1.13,1.78,0.00
-0.79,-1.88,0.00
-0.31,-0.40,0.00
0.97,-2.13,1.00
-0.65,0.63,0.00
-0.89,-1.29,0.00
-0.73,-2.12,0.00
-0.94,1.67,0.00
-1.02,-0.64,0.00
-0.71,1.75,0.00
-0.94,0.31,0.00
-0.33,1.46,0.00
-1.07,-1.22,0.00
-1.09,1.27,0.00
-1.26,1.84,0.00
-2.16,-0.77,0.00
-2.03,-1.62,0.00
-0.36,-0.85,0.00
-0.71,1.48,0.00
-1.51,0.70,0.00
-1.24,-0.79,0.00
-0.29,0.34,0.00
-1.76,-1.28,0.00
-1.24,1.73,0.00
-0.77,0.85,0.00
-1.53,1.00,0.00
-1.22,-1.19,0.00
-0.29,0.04,0.00
-1.22,1.26,0.00
-0.24,-1.28,0.00
0.96,-1.10,1.00
-1.28,0.24,0.00
-0.82,-1.08,0.00
-2.29,-0.71,0.00
-1.48,-2.05,0.00
-1.05,-1.86,0.00
-1.27,0.66,0.00
-0.89,-0.90,0.00
-0.93,1.22,0.00
0.60,-1.20,0.00
-0.39,-1.06,0.00
-0.09,0.04,0.00
1.17,1.26,1.00
-0.77,3.05,0.00
1.02,0.82,1.00
-0.97,-0.53,0.00
0.70,1.59,1.00
-1.58,0.54,0.00
-0.87,0.71,0.00
-0.78,0.40,0.00
-1.40,0.94,0.00
-0.82,-0.79,0.00
-1.89,1.78,0.00
-1.88,1.87,0.00
-1.66,0.31,0.00
-0.50,0.41,0.00
-0.52,0.37,0.00
-1.75,0.13,0.00
-0.50,-0.80,0.00
-1.10,0.77,0.00
-0.55,1.23,0.00
-1.25,1.98,0.00
-0.87,-1.53,0.00
-1.03,1.60,0.00
-0.85,-0.72,0.00
-1.92,1.75,0.00
-0.63,0.37,0.00
-1.59,1.00,0.00
-1.17,1.75,0.00
-0.67,1.46,0.00
-1.29,-0.66,0.00
1.17,-2.62,1.00
-0.99,-0.27,0.00
0.70,1.24,0.00
-2.39,-0.83,0.00
-1.22,-0.72,0.00
-1.89,1.47,0.00
-0.18,1.44,0.00
-1.30,1.16,0.00
-1.59,-1.18,0.00
-1.19,0.50,0.00
-1.16,1.49,0.00
-0.43,1.83,0.00
-1.21,-1.32,0.00
-0.53,1.66,0.00
-0.73,0.14,0.00
-0.81,-0.13,0.00
-1.76,-0.76,0.00
0.45,-0.90,0.00
-0.21,-0.71,0.00
-0.78,-0.71,0.00
-0.93,-0.16,0.00
-0.69,-0.70,0.00
-0.71,1.04,0.00
-0.78,-0.08,0.00
-1.36,-1.57,0.00
0.87,1.16,1.00
-2.64,0.96,0.00
-1.17,-1.64,0.00
-1.17,-1.54,0.00
-0.66,-0.44,0.00
-1.77,1.61,0.00
-0.79,0.58,0.00
-1.06,-1.55,0.00
-1.27,0.22,0.00
-0.37,-0.81,0.00
-0.94,1.07,0.00
0.28,-1.30,0.00
-0.80,1.90,0.00
-1.59,0.10,0.00
-1.25,0.27,0.00
-0.77,1.44,0.00
-1.85,-0.43,0.00
0.97,-1.85,1.00
0.53,1.99,1.00
-0.38,-1.08,0.00
-1.49,-1.41,0.00
0.92,-0.80,1.00
-0.83,-0.50,0.00
-1.23,0.79,0.00
-0.92,-0.88,0.00
-0.55,-0.51,0.00
-0.45,2.21,0.00
-0.87,0.17,0.00
-1.84,-1.51,0.00
1.14,0.09,1.00
0.83,-0.73,1.00
1.19,0.69,1.00
-0.40,-0.77,0.00
-0.97,-0.89,0.00
1.14,0.68,1.00
-1.69,-1.15,0.00
-0.64,-0.52,0.00
-0.43,-2.00,0.00
-0.85,0.08,0.00
-0.66,0.11,0.00
-1.98,-0.83,0.00
1.07,-1.67,1.00
-0.73,1.58,0.00
-1.17,1.80,0.00
0.81,-0.79,1.00
-1.17,1.22,0.00
-1.18,-1.85,0.00
-0.97,-0.70,0.00
-0.53,0.17,0.00
-1.06,1.28,0.00
-0.97,-0.62,0.00
-0.92,0.30,0.00
-0.80,0.28,0.00
-1.30,0.44,0.00
-1.17,2.22,0.00
-0.93,1.96,0.00
1.39,0.11,1.00
-1.23,1.64,0.00
-0.50,-0.62,0.00
-0.65,-1.32,0.00
-0.11,-0.86,0.00
0.98,-1.66,1.00
-0.74,1.40,0.00
-1.33,-0.75,0.00
-0.99,-1.69,0.00
-0.62,-1.33,0.00
-0.74,-1.70,0.00
-0.39,-2.08,0.00
-1.91,-1.69,0.00
-1.49,1.00,0.00
-2.04,1.16,0.00
0.93,-0.37,1.00
-1.05,0.93,0.00
-1.19,1.09,0.00
-1.43,-0.18,0.00
-0.68,-0.13,0.00
-1.54,1.43,0.00
-1.16,0.65,0.00
-0.42,-0.27,0.00
-0.69,0.79,0.00
-1.41,0.47,0.00
-1.20,1.25,0.00
-1.05,0.15,0.00
-0.87,0.06,0.00
-1.00,-0.36,0.00
-1.51,-0.59,0.00
0.96,0.32,1.00
-0.78,-0.59,0.00
-1.84,-0.88,0.00
-0.16,0.44,0.00
1.15,0.79,1.00
-0.89,-0.03,0.00
0.89,-1.76,1.00
-1.24,1.26,0.00
-0.72,-0.16,0.00
-1.64,-0.95,0.00
-0.87,0.20,0.00
-1.44,-0.62,0.00
-0.44,0.96,0.00
-0.22,1.11,0.00
-1.61,1.94,0.00
-1.86,-2.04,1.00
-1.24,-1.26,0.00
-0.66,0.82,0.00
1.07,1.05,1.00
-0.74,-1.46,0.00
-1.37,-0.90,0.00
-1.28,0.73,0.00
-1.61,-1.15,0.00
-0.78,-0.31,0.00
-0.61,0.89,0.00
-1.77,1.92,0.00
-0.20,-1.29,0.00
1.10,0.95,1.00
-0.58,1.30,0.00
-0.85,1.72,0.00
-0.75,0.86,0.00
0.82,1.21,1.00
-1.01,-1.51,0.00
1.13,0.47,1.00
-1.31,1.10,0.00
-2.56,-1.41,0.00
-0.30,0.79,0.00
-0.36,0.48,0.00
-1.16,1.37,0.00
-1.75,1.68,0.00
-1.83,-0.62,0.00
-0.97,0.81,0.00
-0.33,0.92,0.00
-1.54,-0.49,0.00
-1.45,0.70,0.00
-0.74,-1.20,0.00
1.16,0.41,1.00
-0.43,0.72,0.00
-0.28,0.38,0.00
-1.21,-1.28,0.00
-1.07,-1.81,0.00
-1.12,-1.06,0.00
1.18,0.93,1.00
-1.31,-1.60,0.00
-0.69,-1.56,0.00
1.10,0.94,1.00
-1.95,2.03,0.00
-1.49,0.09,0.00
-1.12,1.50,0.00
-1.01,1.64,0.00
0.86,1.07,1.00
-1.03,-0.13,0.00
-0.22,-1.06,0.00
-0.33,0.82,0.00
-0.27,-0.71,0.00
-1.11,1.50,0.00
-0.91,0.32,0.00
-1.19,-1.53,0.00
-1.47,-1.61,0.00
-0.68,-1.84,0.00
-1.17,-1.49,0.00
-0.92,1.03,0.00
-0.62,-1.22,0.00
-0.45,-1.14,0.00
-1.45,-0.92,0.00
-1.80,0.49,0.00
0.97,-2.13,1.00
-1.09,-0.09,0.00
-1.18,-0.95,0.00
-2.11,0.38,0.00
-1.07,0.58,0.00
-1.21,-0.24,0.00
0.64,1.77,1.00
-0.48,1.63,0.00
-1.18,0.35,0.00
-1.44,-0.98,0.00
-1.59,1.03,0.00
-0.38,1.28,0.00
0.40,-1.91,0.00
-0.99,-1.33,0.00
-1.45,0.28,0.00
0.36,-0.83,0.00
-0.72,-0.70,0.00
-0.11,1.35,0.00
-1.52,-1.56,0.00
-1.25,-2.49,0.00
-1.15,0.69,0.00
-0.05,-0.74,0.00
-0.40,-0.46,0.00
-0.83,0.72,0.00
1.00,-0.37,1.00
-0.75,-1.71,0.00
-1.87,-1.33,0.00
-0.50,-0.93,0.00
-1.25,-1.29,0.00
-1.33,-0.77,0.00
-0.21,1.16,0.00
-0.80,-0.17,0.00
-1.16,-0.06,0.00
-0.11,-0.45,0.00
-0.88,-0.33,0.00
-2.59,-0.87,0.00
-1.97,0.79,0.00
-0.86,0.39,0.00
-1.30,0.44,0.00
-1.02,-0.92,0.00
0.86,-1.35,1.00
0.22,-1.03,0.00
-1.91,0.74,0.00
-0.48,-0.77,0.00
1.06,-0.95,1.00
-1.14,-0.78,0.00
-0.65,2.06,0.00
-1.49,-1.98,0.00
-0.80,0.46,0.00
-0.77,-2.18,0.00
-1.50,-1.11,0.00
-0.84,-0.70,0.00
-2.04,-0.97,0.00
0.11,-1.18,0.00
-1.01,-1.43,0.00
0.79,1.77,1.00
-1.68,-1.69,0.00
0.09,-0.11,0.00
-1.46,-0.95,0.00
-1.03,1.12,0.00
-0.37,0.98,0.00
1.09,0.44,1.00
0.16,-1.16,0.00
0.84,-1.69,1.00
-1.00,0.89,0.00
-0.81,-1.61,0.00
-2.52,2.31,0.00
-1.77,-1.28,0.00
-1.74,-2.57,0.00
0.99,-1.07,1.00
-0.65,-0.36,0.00
-1.00,-0.73,0.00
-1.11,-0.53,0.00
-0.83,1.54,0.00
-1.76,1.55,0.00
0.99,-1.13,1.00
-0.27,1.78,0.00
-0.90,-0.85,0.00
0.92,-2.35,1.00
-1.68,0.67,0.00
-0.62,-0.75,0.00
-1.03,1.88,0.00
-0.18,1.69,0.00
-1.09,1.46,0.00
-0.83,1.20,0.00
-0.91,0.74,0.00
-0.84,-0.44,0.00
0.83,-1.14,1.00
-0.77,-1.60,0.00
-0.99,0.28,0.00
-2.03,1.30,0.00
-0.60,0.16,0.00
-0.60,-1.06,0.00
-1.60,-2.09,0.00
-1.13,-1.19,0.00
-1.05,-1.12,0.00
-0.97,-1.26,0.00
-1.79,-1.49,0.00
-0.88,1.14,0.00
-0.93,-1.56,0.00
0.96,1.17,1.00
-0.77,-0.18,0.00
-0.96,-1.03,0.00
-1.39,-0.90,0.00
-1.10,2.28,0.00
-1.59,-1.02,0.00
-2.01,1.00,0.00
-0.99,0.33,0.00
-0.23,1.42,0.00
-1.41,1.13,0.00
-0.49,-0.51,0.00
-1.11,-0.07,0.00
-1.41,1.16,0.00
-0.93,-1.06,0.00
-1.27,0.51,0.00
